opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
DOY7VMYB,Marty Freudenburg,GTX Plus Basic,Warephase,Lost,2017-09-19,2017-11-10,0.0
QXWLE549,Marty Freudenburg,GTX Basic,Gogozoom,Won,2017-09-19,2017-11-17,574.0
V1SX6HOD,Maureen Marcano,GTX Plus Basic,,Engaging,2017-09-19,,
R0R0V2O5,Maureen Marcano,GTX Pro,Finjob,Won,2017-09-19,2017-12-09,4709.0
D3O1PCMO,Niesha Huffines,MG Advanced,Condax,Won,2017-09-19,2017-12-04,3079.0
G53492IF,Reed Clapper,GTX Pro,Massive Dynamic,Won,2017-09-19,2017-09-24,4369.0
WVKBXWA9,Rosie Papadopoulos,MG Advanced,,Engaging,2017-09-19,,
KUH39HQ7,Versie Hillebrand,MG Special,Rangreen,Lost,2017-09-19,2017-09-22,0.0
RW6QS352,Versie Hillebrand,GTX Plus Pro,Statholdings,Won,2017-09-19,2017-12-31,6000.0
1374WYJG,Violet Mclelland,MG Advanced,Kan-code,Won,2017-09-19,2017-12-31,3248.0
1T8R8X79,Zane Levy,MG Advanced,Nam-zim,Won,2017-09-19,2017-11-19,4249.0
PSMWYTMB,Boris Faz,MG Advanced,Toughzap,Engaging,2017-09-20,,
0ZXS3AIR,Boris Faz,GTX Basic,Betasoloin,Won,2017-09-20,2017-12-26,563.0
SBTVPORC,Corliss Cosme,GTX Pro,Gekko & Co,Won,2017-09-20,2017-09-29,5037.0
XZKZYO55,Daniell Hammack,GTX Pro,Kan-code,Won,2017-09-20,2017-12-16,4865.0
AMCOSQZC,Darcel Schlecht,GTX Pro,Warephase,Won,2017-09-20,2017-12-18,5192.0
6C2CJX31,Donn Cantrell,GTX Plus Basic,Kan-code,Lost,2017-09-20,2017-12-23,0.0
NRK892VX,Elease Gluck,GTX Plus Pro,,Engaging,2017-09-20,,
5F1RM2YM,Elease Gluck,MG Special,,Engaging,2017-09-20,,
VQQR3OUI,Elease Gluck,MG Special,Doncon,Won,2017-09-20,2017-12-31,41.0
UWYFOEMO,Hayden Neloms,MG Special,Dalttechnology,Won,2017-09-20,2017-09-26,59.0
ZXNHUYCM,James Ascencio,GTX Plus Pro,Goodsilron,Lost,2017-09-20,2017-10-01,0.0
KHG4UMKP,James Ascencio,MG Special,Blackzim,Won,2017-09-20,2017-11-24,58.0
5R7N3RKQ,Jonathan Berthelot,GTX Pro,Ron-tech,Won,2017-09-20,2017-09-30,4361.0
197EQMY8,Kami Bicknell,GTX Pro,,Engaging,2017-09-20,,
TEM0I59X,Kami Bicknell,GTX Plus Pro,Lexiqvolax,Won,2017-09-20,2017-12-09,4906.0
1WPZ1MCO,Markita Hansen,GTX Basic,Goodsilron,Won,2017-09-20,2017-09-29,587.0
1AQKM7VU,Markita Hansen,GTX Pro,Y-corporation,Won,2017-09-20,2017-11-24,4487.0
VTVYSUZG,Moses Frase,MG Advanced,Cancity,Won,2017-09-20,2017-12-28,3627.0
61IKUAZI,Rosalina Dieter,GTX Plus Basic,Dalttechnology,Engaging,2017-09-20,,
6ZSAKAHX,Rosalina Dieter,GTX Plus Basic,Plexzap,Won,2017-09-20,2017-12-22,920.0
D9MZMDOL,Vicki Laflamme,MG Special,Zumgoity,Engaging,2017-09-20,,
2FM8HJDM,Vicki Laflamme,MG Advanced,,Engaging,2017-09-20,,
7TIWLFZD,Vicki Laflamme,GTX Basic,Golddex,Won,2017-09-20,2017-10-01,552.0
HXRF96S3,Vicki Laflamme,MG Special,Labdrill,Won,2017-09-20,2017-12-15,54.0
WTEAOER0,Violet Mclelland,GTX Basic,Bubba Gump,Won,2017-09-20,2017-12-14,472.0
T8LSQO2S,Wilburn Farren,GTX Plus Pro,Xx-zobam,Lost,2017-09-20,2017-11-24,0.0
4R4QF0ZU,Zane Levy,GTX Pro,,Engaging,2017-09-20,,
ABMOVF1A,Anna Snelling,MG Special,Toughzap,Won,2017-09-21,2017-09-30,66.0
Q2GK9IT2,Boris Faz,GTX Pro,Yearin,Lost,2017-09-21,2017-12-02,0.0
J0WKJLR6,Cassey Cress,GTX Plus Basic,Massive Dynamic,Won,2017-09-21,2017-11-21,1039.0
B1D3HP8V,Corliss Cosme,GTX Plus Basic,Plussunin,Lost,2017-09-21,2017-11-22,0.0
QHP95ULI,Corliss Cosme,GTX Pro,Kan-code,Lost,2017-09-21,2017-09-25,0.0
OAMR9KPA,Corliss Cosme,GTX Basic,Bluth Company,Won,2017-09-21,2017-12-21,550.0
IDKBZCAF,Daniell Hammack,GTX Pro,,Engaging,2017-09-21,,
0GRGY09E,Darcel Schlecht,GTX Pro,Rangreen,Lost,2017-09-21,2017-11-25,0.0
MP9PICCD,Darcel Schlecht,GTX Pro,Treequote,Won,2017-09-21,2017-12-30,4570.0
F34QYKQJ,Donn Cantrell,GTX Pro,Betasoloin,Lost,2017-09-21,2017-11-30,0.0
DHJ8KOUV,Gladys Colclough,GTX Plus Pro,Condax,Won,2017-09-21,2017-12-05,5138.0
JYNYK957,James Ascencio,MG Advanced,Labdrill,Won,2017-09-21,2017-12-02,3063.0
NOLWR5EX,Kami Bicknell,GTX Plus Basic,Sunnamplex,Lost,2017-09-21,2017-10-02,0.0
BUHR2X8U,Kary Hendrixson,GTX Basic,Green-Plus,Won,2017-09-21,2017-12-30,613.0
4OPFJFRO,Kary Hendrixson,GTX Pro,Plexzap,Won,2017-09-21,2017-11-14,4808.0
MLV2QDU6,Lajuana Vencill,GTX Plus Pro,Condax,Won,2017-09-21,2017-11-26,5160.0
V7T9ZP6C,Markita Hansen,GTX Basic,J-Texon,Won,2017-09-21,2017-10-01,566.0
WYS1XI44,Marty Freudenburg,MG Special,Warephase,Won,2017-09-21,2017-09-27,68.0
C3HN12Z8,Maureen Marcano,GTX Basic,Kan-code,Lost,2017-09-21,2017-10-03,0.0
YCQXHVMZ,Reed Clapper,GTX Pro,The New York Inquirer,Won,2017-09-21,2017-12-22,5600.0
4PLSG7A3,Versie Hillebrand,MG Special,dambase,Won,2017-09-21,2017-12-12,61.0
ZD772DU8,Vicki Laflamme,MG Special,Groovestreet,Lost,2017-09-21,2017-12-03,0.0
2KVQ5Z4M,Wilburn Farren,MG Advanced,Xx-zobam,Lost,2017-09-21,2017-11-29,0.0
U6LLSWEN,Cassey Cress,GTX Plus Basic,Plussunin,Lost,2017-09-22,2017-11-27,0.0
RVQTWBKE,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-09-22,2017-11-24,0.0
BWPBMVQH,Corliss Cosme,GTX Basic,Zotware,Lost,2017-09-22,2017-11-29,0.0
LFI3BGEE,Daniell Hammack,GTX Plus Pro,,Engaging,2017-09-22,,
YPSXMDRH,Daniell Hammack,GTX Pro,The New York Inquirer,Won,2017-09-22,2017-12-23,4976.0
Q46QSEGT,Darcel Schlecht,GTX Pro,Gogozoom,Lost,2017-09-22,2017-10-03,0.0
DT0ZJ9Z2,Darcel Schlecht,GTX Pro,Inity,Won,2017-09-22,2017-12-24,4991.0
55ZNV61S,Donn Cantrell,GTX Basic,Bioplex,Lost,2017-09-22,2017-10-04,0.0
6PQS93V2,Donn Cantrell,GTX Pro,Vehement Capital Partners,Won,2017-09-22,2017-10-04,5868.0
1LHU0876,Elease Gluck,MG Advanced,Labdrill,Engaging,2017-09-22,,
V929BUUS,Gladys Colclough,GTX Plus Basic,Isdom,Lost,2017-09-22,2017-12-21,0.0
LDYYOH6W,Gladys Colclough,GTX Pro,Bioholding,Won,2017-09-22,2017-11-24,4938.0
4MFY8UXP,Gladys Colclough,MG Advanced,Ron-tech,Won,2017-09-22,2017-12-14,3772.0
EBJMZ5VE,James Ascencio,GTX Plus Pro,Cheers,Won,2017-09-22,2017-10-02,5784.0
CMXOTVL7,Jonathan Berthelot,GTX Pro,Conecom,Won,2017-09-22,2017-10-02,3485.0
9XF2B7RS,Kami Bicknell,GTX Basic,Fasehatice,Won,2017-09-22,2017-09-28,675.0
WHV85GOQ,Kary Hendrixson,GTX Basic,Sonron,Lost,2017-09-22,2017-11-28,0.0
MXJAH0R5,Maureen Marcano,MG Special,Plusstrip,Lost,2017-09-22,2017-11-28,0.0
OXW7DBDT,Rosalina Dieter,GTX Plus Basic,Doncon,Lost,2017-09-22,2017-11-02,0.0
W5EGDYPK,Rosalina Dieter,MG Special,Newex,Won,2017-09-22,2017-10-01,55.0
C13104YM,Versie Hillebrand,MG Special,Toughzap,Lost,2017-09-22,2017-12-16,0.0
1GA3AFTX,Versie Hillebrand,MG Advanced,Rangreen,Lost,2017-09-22,2017-12-12,0.0
389D515R,Versie Hillebrand,GTX Plus Pro,Inity,Won,2017-09-22,2017-10-01,5775.0
2751GWVC,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-09-22,2017-11-18,651.0
0UFUDIYT,Vicki Laflamme,GTX Basic,Scotfind,Won,2017-09-22,2017-11-22,570.0
Y3QBGJLM,Vicki Laflamme,MG Special,Blackzim,Won,2017-09-22,2017-12-30,54.0
O7U4I96P,Vicki Laflamme,MG Special,Scotfind,Won,2017-09-22,2017-09-29,47.0
Q0R3ZBNT,Wilburn Farren,MG Special,Silis,Won,2017-09-22,2017-11-08,56.0
FGUWP1NF,Boris Faz,GTX Plus Basic,Vehement Capital Partners,Lost,2017-09-23,2017-10-05,0.0
DH8R6PK5,Darcel Schlecht,GTX Pro,Rangreen,Lost,2017-09-23,2017-12-12,0.0
ZKFWTRRT,Darcel Schlecht,GTX Pro,Bioholding,Won,2017-09-23,2017-09-30,4422.0
941SDVVZ,Darcel Schlecht,GTX Pro,Hottechi,Won,2017-09-23,2017-10-02,5357.0
ODINSHYF,Gladys Colclough,MG Special,Bioholding,Lost,2017-09-23,2017-10-01,0.0
0TICPBMF,Gladys Colclough,GTX Plus Basic,Conecom,Won,2017-09-23,2017-09-27,1047.0
WANX7LM0,Gladys Colclough,GTX Pro,Ron-tech,Won,2017-09-23,2017-12-29,5013.0
9F2MDA5R,Hayden Neloms,MG Advanced,Finjob,Won,2017-09-23,2017-09-25,3197.0
JUKJ3RAB,Jonathan Berthelot,GTX Plus Basic,Inity,Lost,2017-09-23,2017-10-05,0.0
YD3D41E0,Jonathan Berthelot,GTX Plus Basic,Zumgoity,Won,2017-09-23,2017-10-02,1127.0
K2NPVZL8,Kami Bicknell,GTX Basic,,Engaging,2017-09-23,,
7FLPKZN7,Kami Bicknell,GTX Pro,Kan-code,Engaging,2017-09-23,,
RX8711KI,Kami Bicknell,GTX Basic,Plexzap,Won,2017-09-23,2017-12-24,468.0
F3BJAMUL,Kami Bicknell,MG Special,Rantouch,Won,2017-09-23,2017-11-19,55.0
HZS2YVRN,Kary Hendrixson,MG Special,Finjob,Won,2017-09-23,2017-10-01,57.0
W3B077GY,Lajuana Vencill,MG Special,Zumgoity,Lost,2017-09-23,2017-11-07,0.0
MGR0TSPK,Lajuana Vencill,GTX Plus Basic,Rangreen,Won,2017-09-23,2017-11-27,946.0
TEF07JM6,Markita Hansen,GTX Basic,Xx-holding,Lost,2017-09-23,2017-10-02,0.0
N8SVXI48,Maureen Marcano,GTX Basic,Zoomit,Lost,2017-09-23,2017-11-14,0.0
VG1WQW88,Maureen Marcano,MG Special,Golddex,Lost,2017-09-23,2017-11-06,0.0
MEKVHSCB,Moses Frase,MG Special,Dontechi,Lost,2017-09-23,2017-11-27,0.0
PBJ62FC3,Rosie Papadopoulos,GTX Pro,Massive Dynamic,Lost,2017-09-23,2017-10-05,0.0
3Q15OHQB,Vicki Laflamme,MG Advanced,,Engaging,2017-09-23,,
O04P1WN6,Vicki Laflamme,GTX Pro,Hottechi,Won,2017-09-23,2017-12-17,4415.0
600FP406,Violet Mclelland,MG Special,Bioplex,Won,2017-09-23,2017-10-02,60.0
2EFTTOAV,Zane Levy,GTX Plus Pro,Green-Plus,Won,2017-09-23,2017-10-01,5865.0
DDXFIBEY,Anna Snelling,GTX Plus Pro,Treequote,Lost,2017-09-24,2017-11-23,0.0
5BRWXIU3,Anna Snelling,MG Special,Codehow,Lost,2017-09-24,2017-11-27,0.0
WN9ZY701,Boris Faz,GTX Plus Basic,Kan-code,Lost,2017-09-24,2017-12-14,0.0
DA8D04ED,Cecily Lampkin,MG Advanced,Globex Corporation,Lost,2017-09-24,2017-10-04,0.0
WLQC2XK4,Cecily Lampkin,MG Special,Rundofase,Won,2017-09-24,2017-10-02,54.0
A4CVM3PM,Corliss Cosme,GTX Pro,Opentech,Won,2017-09-24,2017-12-27,5069.0
CNLE5EJ2,Daniell Hammack,GTX Plus Pro,Konex,Won,2017-09-24,2017-10-05,5378.0
D3HUUVPL,Daniell Hammack,GTX Pro,Mathtouch,Won,2017-09-24,2017-12-04,5255.0
2UNDAQZ2,Darcel Schlecht,GTX Plus Basic,Domzoom,Lost,2017-09-24,2017-10-04,0.0
R2E45IQ8,Darcel Schlecht,GTX Plus Pro,Conecom,Won,2017-09-24,2017-10-03,5144.0
UX0H8B3W,Donn Cantrell,GTX Plus Pro,Donware,Lost,2017-09-24,2017-11-16,0.0
VM0A3057,James Ascencio,GTX Plus Pro,Plusstrip,Won,2017-09-24,2017-10-03,5527.0
DX9CCI9C,Kary Hendrixson,MG Advanced,Nam-zim,Lost,2017-09-24,2017-12-19,0.0
8SE1W979,Lajuana Vencill,GTX Basic,Hottechi,Lost,2017-09-24,2017-10-02,0.0
L6AOARQ9,Lajuana Vencill,GTX Basic,dambase,Won,2017-09-24,2017-12-21,452.0
I83GQQHA,Markita Hansen,MG Advanced,Kan-code,Lost,2017-09-24,2017-10-05,0.0
10984DDU,Moses Frase,GTX Plus Pro,Toughzap,Won,2017-09-24,2017-12-28,7300.0
JQVW0KJV,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,2017-09-24,2017-11-09,0.0
UWZHNMR4,Vicki Laflamme,GTX Plus Pro,Blackzim,Won,2017-09-24,2017-11-26,5196.0
TRET6F45,Vicki Laflamme,GTX Plus Pro,Faxquote,Won,2017-09-24,2017-12-26,5624.0
8DDC9RLE,Vicki Laflamme,MG Advanced,J-Texon,Won,2017-09-24,2017-12-15,4110.0
TFGYLK6C,Anna Snelling,GTX Basic,Inity,Lost,2017-09-25,2017-10-04,0.0
4YXXI2OI,Anna Snelling,MG Special,Codehow,Won,2017-09-25,2017-12-18,53.0
3C7A75LH,Cassey Cress,GTX Pro,Massive Dynamic,Won,2017-09-25,2017-09-27,5727.0
02LUGFJS,Cassey Cress,GTX Pro,Plussunin,Won,2017-09-25,2017-09-28,4308.0
KPF0GREK,Cassey Cress,MG Advanced,Plussunin,Won,2017-09-25,2017-12-09,3329.0
HEG2JK9Y,Daniell Hammack,GTX Plus Basic,Kinnamplus,Lost,2017-09-25,2017-10-03,0.0
1ZCAL93A,Darcel Schlecht,GTX Plus Pro,Hottechi,Lost,2017-09-25,2017-10-04,0.0
5NW6HK74,Elease Gluck,MG Special,Doncon,Lost,2017-09-25,2017-10-04,0.0
EJVD09HQ,James Ascencio,MG Special,Betasoloin,Engaging,2017-09-25,,
7WFASDCZ,Jonathan Berthelot,GTX Basic,Gogozoom,Lost,2017-09-25,2017-10-03,0.0
7XNX75LI,Jonathan Berthelot,GTX Plus Pro,Dontechi,Lost,2017-09-25,2017-12-08,0.0
RAUWH0GP,Kami Bicknell,GTX Plus Pro,Labdrill,Won,2017-09-25,2017-11-27,6105.0
I86I0TJG,Kary Hendrixson,GTX Basic,Xx-holding,Won,2017-09-25,2017-11-13,549.0
TFW3KAYZ,Kary Hendrixson,GTX Pro,Doncon,Won,2017-09-25,2017-11-12,4828.0
9NH8ACMQ,Marty Freudenburg,GTX Plus Basic,Dontechi,Lost,2017-09-25,2017-10-04,0.0
86KARIC1,Maureen Marcano,GTX Basic,Y-corporation,Lost,2017-09-25,2017-10-03,0.0
N2SLAOZR,Moses Frase,GTX Basic,Finhigh,Lost,2017-09-25,2017-10-04,0.0
02TUKBP3,Moses Frase,MG Special,Zumgoity,Lost,2017-09-25,2017-11-30,0.0
KU0YOR3J,Niesha Huffines,GTX Plus Basic,Zumgoity,Won,2017-09-25,2017-10-04,1189.0
BRGJCWO1,Niesha Huffines,MG Special,Hottechi,Won,2017-09-25,2017-11-28,51.0
IEIZU3TY,Reed Clapper,GTX Plus Basic,Mathtouch,Lost,2017-09-25,2017-12-24,0.0
P8QXRXMR,Rosalina Dieter,GTX Pro,,Engaging,2017-09-25,,
35KZ6QTP,Rosalina Dieter,MG Advanced,Xx-holding,Lost,2017-09-25,2017-10-03,0.0
V5ZP09PO,Versie Hillebrand,GTX Plus Basic,Dontechi,Lost,2017-09-25,2017-10-03,0.0
VKB9RFJT,Versie Hillebrand,MG Special,Condax,Won,2017-09-25,2017-11-20,55.0
Y9HHGGOQ,Versie Hillebrand,MG Special,dambase,Won,2017-09-25,2017-10-04,53.0
H3AEZ2BZ,Vicki Laflamme,MG Special,Plusstrip,Lost,2017-09-25,2017-10-05,0.0
LUXAXNBV,Wilburn Farren,GTX Plus Pro,Donquadtech,Won,2017-09-25,2017-12-09,5960.0
0XBMBVFP,Zane Levy,MG Advanced,Groovestreet,Won,2017-09-25,2017-10-04,3438.0
8KIMVD15,Anna Snelling,MG Special,Cancity,Lost,2017-09-26,2017-10-06,0.0
Q06QD8ZW,Anna Snelling,MG Special,Globex Corporation,Won,2017-09-26,2017-11-03,54.0
0SD3OBQI,Boris Faz,GTX Plus Basic,Konex,Lost,2017-09-26,2017-11-06,0.0
YKZFQT7K,Cassey Cress,GTX Basic,Kinnamplus,Lost,2017-09-26,2017-10-05,0.0
I25J5M7W,Cassey Cress,MG Advanced,Iselectrics,Lost,2017-09-26,2017-09-28,0.0
B2Z4BB5U,Cecily Lampkin,GTX Plus Pro,Toughzap,Lost,2017-09-26,2017-10-06,0.0
87ZXBDQS,Cecily Lampkin,MG Special,Isdom,Lost,2017-09-26,2017-10-07,0.0
3LYVAV6P,Cecily Lampkin,MG Special,Statholdings,Won,2017-09-26,2017-10-03,55.0
G7QIQDSA,Corliss Cosme,GTX Pro,,Engaging,2017-09-26,,
7I2O2ZCR,Corliss Cosme,GTX Plus Basic,Xx-zobam,Lost,2017-09-26,2017-11-19,0.0
SUX7JFN7,Daniell Hammack,GTX Plus Basic,Konex,Lost,2017-09-26,2017-11-19,0.0
5DL7R4C3,Darcel Schlecht,GTX Pro,Hottechi,Lost,2017-09-26,2017-10-03,0.0
61ON3Y6O,Darcel Schlecht,MG Special,Streethex,Lost,2017-09-26,2017-10-02,0.0
HOEKIDDI,Donn Cantrell,GTX Pro,Ganjaflex,Lost,2017-09-26,2017-11-13,0.0
10YLM9VF,Elease Gluck,GTX Pro,Sonron,Lost,2017-09-26,2017-10-09,0.0
LN0DF2XI,Elease Gluck,MG Special,Sonron,Won,2017-09-26,2017-11-27,48.0
ZNE0DAIF,Hayden Neloms,GTX Plus Basic,Hottechi,Lost,2017-09-26,2017-11-24,0.0
DTCHPCBB,Hayden Neloms,MG Advanced,Finjob,Won,2017-09-26,2017-12-14,3553.0
YID2GAED,James Ascencio,GTX Plus Pro,Xx-holding,Lost,2017-09-26,2017-10-04,0.0
QFKL9UK2,Kary Hendrixson,GTX Pro,J-Texon,Won,2017-09-26,2017-10-05,4727.0
MC3OSDV0,Kary Hendrixson,MG Special,Sunnamplex,Won,2017-09-26,2017-10-02,65.0
C7DOYN5Y,Lajuana Vencill,GTX Basic,Rangreen,Won,2017-09-26,2017-12-25,585.0
JXUSPNPV,Markita Hansen,GTX Plus Basic,,Engaging,2017-09-26,,
K79T6VNV,Markita Hansen,MG Special,Plexzap,Lost,2017-09-26,2017-10-03,0.0
DX8R6PA4,Marty Freudenburg,GTX Plus Basic,Domzoom,Lost,2017-09-26,2017-10-03,0.0
FZDD9758,Marty Freudenburg,MG Advanced,Cancity,Lost,2017-09-26,2017-10-07,0.0
0SIFT5DE,Marty Freudenburg,MG Advanced,Rangreen,Lost,2017-09-26,2017-10-04,0.0
MZSCFJZS,Marty Freudenburg,GTX Plus Pro,Konmatfix,Won,2017-09-26,2017-10-07,5708.0
D6X5T9D4,Maureen Marcano,MG Special,Hottechi,Lost,2017-09-26,2017-10-05,0.0
69Z30MBF,Moses Frase,GTX Basic,Bioholding,Won,2017-09-26,2017-11-15,571.0
SH0BSL0Z,Moses Frase,GTX Basic,Scottech,Won,2017-09-26,2017-12-24,619.0
Q5E0NILP,Reed Clapper,MG Advanced,Donware,Won,2017-09-26,2017-10-03,2984.0
RFTDQJ0U,Rosie Papadopoulos,GTX Basic,Bioplex,Won,2017-09-26,2017-10-01,558.0
76NU9866,Rosie Papadopoulos,MG Special,Condax,Won,2017-09-26,2017-12-02,57.0
13O8NTOT,Violet Mclelland,MG Special,Initech,Won,2017-09-26,2017-11-30,61.0
AS3IYIRO,Anna Snelling,GTX Basic,Hottechi,Won,2017-09-27,2017-12-26,543.0
L1WPBDZG,Boris Faz,GTX Pro,Zotware,Won,2017-09-27,2017-12-12,4125.0
QK98E62R,Cassey Cress,GTX Plus Pro,Ganjaflex,Won,2017-09-27,2017-12-29,5301.0
F9THW1PW,Corliss Cosme,GTX Basic,Kinnamplus,Won,2017-09-27,2017-10-05,495.0
LQJISQSD,Corliss Cosme,GTX Plus Basic,Bioplex,Won,2017-09-27,2017-10-05,955.0
84SZ58S9,Daniell Hammack,GTX Plus Basic,Iselectrics,Won,2017-09-27,2017-10-04,1225.0
Q5I9JWH7,Darcel Schlecht,GTX Pro,Ron-tech,Lost,2017-09-27,2017-10-02,0.0
6BSKCQCX,Darcel Schlecht,GTX Basic,Conecom,Won,2017-09-27,2017-12-25,608.0
UKQD4DPD,Darcel Schlecht,GTX Pro,Warephase,Won,2017-09-27,2017-11-13,4515.0
SI874ZK5,Donn Cantrell,GTX Pro,Silis,Lost,2017-09-27,2017-10-06,0.0
6XP6FVMN,Elease Gluck,MG Advanced,Green-Plus,Won,2017-09-27,2017-12-18,3772.0
NDMEB0VG,Garret Kinder,MG Advanced,Kan-code,Lost,2017-09-27,2017-10-05,0.0
IGFQGZDK,Gladys Colclough,GTX Basic,Bioholding,Won,2017-09-27,2017-12-08,540.0
Y2DLFFN6,Gladys Colclough,MG Advanced,Cancity,Won,2017-09-27,2017-09-30,2800.0
I6UCM2J9,Gladys Colclough,MG Advanced,Stanredtax,Won,2017-09-27,2017-10-05,3250.0
PT0I4XSM,Hayden Neloms,GTX Plus Basic,Plexzap,Won,2017-09-27,2017-10-07,1232.0
X718EF6Y,Hayden Neloms,MG Advanced,Hatfan,Won,2017-09-27,2017-10-04,2811.0
FSYTM6YE,James Ascencio,GTX Pro,,Engaging,2017-09-27,,
VUAFV8SS,James Ascencio,GTX Plus Basic,Lexiqvolax,Won,2017-09-27,2017-12-07,1178.0
SXPV3WCV,Jonathan Berthelot,GTX Pro,Treequote,Won,2017-09-27,2017-12-22,4869.0
9PH1EWCH,Kami Bicknell,MG Advanced,Cheers,Lost,2017-09-27,2017-12-03,0.0
THPCTGNI,Lajuana Vencill,GTX Plus Pro,Inity,Lost,2017-09-27,2017-10-02,0.0
XR4PPDOB,Lajuana Vencill,GTX Basic,Condax,Won,2017-09-27,2017-12-18,507.0
EK06CNRW,Lajuana Vencill,MG Advanced,Bioholding,Won,2017-09-27,2017-10-06,3681.0
Q25T8PKX,Markita Hansen,GTX Plus Basic,Doncon,Lost,2017-09-27,2017-10-01,0.0
V86S5LWV,Marty Freudenburg,GTX Plus Basic,Dontechi,Lost,2017-09-27,2017-10-02,0.0
K8Y7CK9T,Marty Freudenburg,GTX Plus Pro,Treequote,Won,2017-09-27,2017-10-05,5280.0
1LY8CAXD,Rosalina Dieter,GTK 500,Betasoloin,Engaging,2017-09-27,,
ADS3CQ4B,Rosalina Dieter,MG Special,Finjob,Won,2017-09-27,2017-11-27,50.0
9UBU6UW4,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Won,2017-09-27,2017-09-29,59.0
ZP9HW0LH,Vicki Laflamme,MG Advanced,Kan-code,Won,2017-09-27,2017-10-03,3794.0
WV41OJHX,Wilburn Farren,MG Advanced,Ganjaflex,Won,2017-09-27,2017-10-03,3786.0
FTUJY4FP,Cassey Cress,GTX Plus Basic,Condax,Lost,2017-09-28,2017-10-07,0.0
ORBIW519,Donn Cantrell,MG Advanced,Plussunin,Lost,2017-09-28,2017-12-19,0.0
369V78M2,Donn Cantrell,GTX Pro,Mathtouch,Won,2017-09-28,2017-10-07,5553.0
792JYPG1,Donn Cantrell,MG Advanced,Konex,Won,2017-09-28,2017-10-08,3557.0
Y6Q7Z0SO,Elease Gluck,MG Special,Green-Plus,Won,2017-09-28,2017-10-08,63.0
9IM813OI,Gladys Colclough,GTX Basic,Conecom,Lost,2017-09-28,2017-11-11,0.0
GXY3QZ2V,Lajuana Vencill,MG Advanced,Scottech,Won,2017-09-28,2017-10-06,3704.0
SMP2K39G,Markita Hansen,GTX Pro,,Engaging,2017-09-28,,
IVX52FRZ,Marty Freudenburg,GTX Plus Basic,Gogozoom,Lost,2017-09-28,2017-11-03,0.0
2CN1G52G,Marty Freudenburg,MG Advanced,Hottechi,Lost,2017-09-28,2017-10-03,0.0
OR0PEAIV,Marty Freudenburg,GTX Plus Basic,Ron-tech,Won,2017-09-28,2017-11-30,1133.0
EGOU8GB1,Maureen Marcano,GTX Plus Basic,Konex,Won,2017-09-28,2017-12-09,1292.0
IIKN6Q8E,Rosalina Dieter,MG Advanced,Plusstrip,Won,2017-09-28,2017-12-04,3278.0
VTX8GPN8,Versie Hillebrand,MG Special,Codehow,Won,2017-09-28,2017-10-05,55.0
DVGY4X7E,Vicki Laflamme,GTX Basic,Finjob,Won,2017-09-28,2017-12-23,498.0
W9LAIASV,Vicki Laflamme,MG Special,Sunnamplex,Won,2017-09-28,2017-12-30,55.0
9JTFD4FZ,Wilburn Farren,GTX Plus Pro,,Engaging,2017-09-28,,
1JFYPP8R,Zane Levy,GTX Basic,Cheers,Won,2017-09-28,2017-10-05,571.0
C51GWGUE,Daniell Hammack,GTX Plus Basic,,Engaging,2017-09-29,,
A62JDGQK,Daniell Hammack,GTX Pro,Bubba Gump,Won,2017-09-29,2017-10-05,4942.0
K25Z2KKH,Darcel Schlecht,GTX Plus Basic,Streethex,Lost,2017-09-29,2017-10-05,0.0
U3F5X6BB,Donn Cantrell,MG Special,Bioplex,Lost,2017-09-29,2017-12-07,0.0
VJD27D8U,Elease Gluck,GTX Pro,Singletechno,Won,2017-09-29,2017-10-01,5340.0
9TMPRT6R,Garret Kinder,GTX Basic,Vehement Capital Partners,Lost,2017-09-29,2017-10-03,0.0
CE81S7UN,Garret Kinder,MG Advanced,Zotware,Lost,2017-09-29,2017-10-08,0.0
LEPH90QI,Gladys Colclough,GTX Plus Pro,Isdom,Won,2017-09-29,2017-10-09,5689.0
X1QNN2DG,James Ascencio,GTX Basic,Rantouch,Lost,2017-09-29,2017-10-08,0.0
J8G6HTCM,James Ascencio,MG Special,Lexiqvolax,Lost,2017-09-29,2017-10-11,0.0
94P229FH,Lajuana Vencill,MG Special,Dontechi,Won,2017-09-29,2017-12-30,52.0
Q6F9JWTY,Lajuana Vencill,MG Advanced,Rangreen,Won,2017-09-29,2017-12-10,3131.0
75JW1GRR,Markita Hansen,GTX Plus Basic,Konex,Lost,2017-09-29,2017-10-09,0.0
P7X2J5DO,Markita Hansen,GTX Plus Pro,Singletechno,Lost,2017-09-29,2017-10-06,0.0
LKBDKJLM,Markita Hansen,MG Special,Blackzim,Lost,2017-09-29,2017-11-27,0.0
9OT0018Y,Markita Hansen,MG Advanced,Goodsilron,Lost,2017-09-29,2017-10-10,0.0
I6RH33SU,Marty Freudenburg,MG Advanced,Toughzap,Won,2017-09-29,2017-10-05,3957.0
STCU1IXE,Niesha Huffines,GTX Basic,Treequote,Won,2017-09-29,2017-12-30,523.0
